col0|col1|col2|col3
209-211 james street south|designated heritage property (part iv)|209-211 james street south|2019-09-01
207-215 ferguson avenue south|designated heritage property (part iv)|207-215 ferguson avenue south|2019-09-01
105-111 ontario street|designated heritage property (part iv)|105-111 ontario street|2019-09-01
108-112 george street|designated heritage property (part iv)|108-112 george street|2019-09-01
105-107-109 st. david street|designated heritage property (part iv)|105-107-109 st. david street|2019-09-01
383-395 king street west|designated heritage property (part iv)|383-395 king street west|2019-09-01
308-312 queens avenue|designated heritage property (part iv)|308-312 queens avenue|2019-09-01
41 mill street north|designated heritage property (part iv)|41 mill street north|2019-09-01
42 barrett street|designated heritage property (part iv)|42 barrett street|2019-09-01
318, 320, 322, 324 division street|designated heritage property (part iv)|318, 320, 322, 324 division street|2019-09-01
20-24 barrie street|designated heritage property (part iv)|20-24 barrie street|2019-09-01
52 and 56 earl street|designated heritage property (part iv)|52 and 56 earl street|2019-09-01
157-167 mackay street|designated heritage property (part iv)|157-167 mackay street|2019-09-01
234-242 university avenue|designated heritage property (part iv)|234-242 university avenue|2019-09-01
135-139 union street|designated heritage property (part iv)|135-139 union street|2019-09-01
96-108 clergy street|designated heritage property (part iv)|96-108 clergy street|2019-09-01
32, 36 and 40 simcoe street|designated heritage property (part iv)|32, 36 and 40 simcoe street|2019-09-01
237, 239 and 241 johnson street|designated heritage property (part iv)|237, 239 and 241 johnson street|2019-09-01
231, 233 and 235 johnson street|designated heritage property (part iv)|231, 233 and 235 johnson street|2019-09-01
102-114 yonge street|designated heritage property (part iv)|102-114 yonge street|2019-09-01
304-312 queen elizabeth driveway|designated heritage property (part iv)|304-312 queen elizabeth driveway|2019-09-01
245-251 nepean street|designated heritage property (part iv)|245-251 nepean street|2019-09-01
199-205 daly avenue|designated heritage property (part iv)|199-205 daly avenue|2019-09-01
106-110 daly avenue|designated heritage property (part iv)|106-110 daly avenue|2019-09-01
houses at 146-156 east 89th street|national register of historic places listed place|146-156 east 89th street|2019-09-01
11-29, church road|grade ii listed building|11-29, church road, tunbridge wells, kent, tn1|2019-09-01
1-4, trent lane|grade ii listed building|1-4, trent lane, colwich, stafford, staffordshire, st18|2019-09-01
81 - 87 bebington road, port sunlight|grade ii listed building|81-87, bebington road, wirral, merseyside, ch62|2019-09-01
38 - 44 manor place, bromborough pool|grade ii listed building|38-44, manor place, wirral, merseyside, ch62|2019-09-01
22 - 28 manor place, bromborough pool|grade ii listed building|22-28, manor place, wirral, merseyside, ch62|2019-09-01
33 - 37 manor place, bromborough pool|grade ii listed building|33-37, manor place, wirral, merseyside, ch62|2019-09-01
1 - 6, manor road, thornton hough|grade ii listed building|1-6, manor road, wirral, merseyside, ch63|2019-09-01
26 - 32 york street, bromborough pool|grade ii listed building|26-32, york street, wirral, merseyside, ch62|2019-09-01
34 - 36, st anne street, liverpool|grade ii listed building|36, st anne street, liverpool, merseyside, l3|2019-09-01
1 - 9 parliament place, liverpool|grade ii listed building|1-9, parliament place, liverpool, merseyside, l8|2019-09-01
44 - 74 belvidere road, liverpool|grade ii listed building|44 - 74, belvidere road, liverpool, merseyside, l8|2019-09-01
1-15, wilton crescent sw1|grade ii listed building|1-15 wilton crescent, london, sw1x|2019-09-01
1 - 10 stanley terrace, liverpool|grade ii listed building|1-10, stanley terrace, liverpool, merseyside, l18|2019-09-01
19-23 keyford|grade ii listed building|19-23, frome, mendip, somerset, ba11|2019-09-01
2-12, bridge end|grade ii listed building|2-12, bridge end, berwick-upon-tweed, northumberland, td15|2019-09-01
32-38, bridge end|grade ii listed building|32-38, bridge end, warwick, warwick, warwickshire, cv34|2019-09-01
20, 21 and 22, the hythe|grade ii listed building|20, 21 and 22, the hythe, runnymede, surrey, tw18|2019-09-01
32-52, leazes park road|grade ii listed building|32-52, leazes park road, terrace of houses in newcastle upon tyne, tyne and wear, england|2019-09-01
18-26, leazes park road|grade ii listed building|18-26, leazes park road, terrace of houses in newcastle upon tyne, tyne and wear, england|2019-09-01
16-24, leazes crescent|grade ii listed building|16-24, leazes crescent, newcastle upon tyne, tyne and wear, ne1|2019-09-01
1-5, leazes crescent|grade ii listed building|1-5, leazes crescent, newcastle upon tyne, tyne and wear, ne1|2019-09-01
cox terrace|national historic site of canada|332-344 rubidge street|2019-09-01
row house|national register of historic places contributing property|106-114 2nd street|2019-09-01
houses at 28–36 beacon street|national register of historic places listed place|28–36 beacon street|2019-09-01
sire of croydon|121.605|264.67|2019-09-01
aboriginal shire of hope vae|21.021|971.12|2019-09-01
giessen|72.55|94146|2019-09-01
cluj-napoca|179.5|286598|2019-09-01
triptych of vienne|virgin mary|adam|2019-09-01
heinrichstafel|henry ii, holy roman emperor|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
2023 volta limburg classic|2022 volta limburg classic|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
1987 hel van het mergelland|1986 hel van het mergelland|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
brikathota|1216.05|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amhara, bhogpur|1216.05|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chamanchalli|153.076|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bykothusu|194.737|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kunjaa|194.737|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kavalakuntl|419.744|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aoihalli|103.721|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gorm|103.721|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gudipana|737.579|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gvdusalapalli|737.579|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
byadrahalli|229.383|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
cyadarahalli.|133.798|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
athur thotta|133.798|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
garidepale|2992.752|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
barimale state|0.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bamanborh|0.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bvalurpet|0.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dddagadde|172.026|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
batugudem|172.026|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chikkqlale|232.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
visnagr (rural)|232.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dahauna.|232.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
cadasana|232.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
vangara, larimnagar|1492.904|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hobhascn|1492.904|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
atel|1492.904|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
alljerla|3813.368|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ndrud.|3813.368|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
yendlurv|791.421|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
rameswaram, east jodavari|1314.068|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amarru|6275.118|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hotaravulapau|866.133|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ddigra|866.133|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
guddadaalli|85.34|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
svadavalasa|463.264|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ypn|463.264|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mimla|463.264|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jemmakki|408.628|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
inilal|126.252|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
alwan|126.252|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kamsanhalli|86.86|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
lchi|143.985|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sivadevuni chikkbla|1003.002|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ppapuram|875.22|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chilakamunhi|307.21|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aralmaradahosahalli|65.604|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akcarpur kalan|65.604|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ankushapur, wrangal.|65.604|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
raiyol|65.604|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
minatandra|130.032|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bakdaulagarh|130.032|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajjaa|644.76|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
doddamal|160.272|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ehavapadu|160.272|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ammankuei|160.272|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kayrlabath|1362.49|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ckikta|1362.49|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kibbnahalli.|618.464|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kambdduru|3437.663|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ealagere|61.628|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
balgere|138.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
salangqur, gujarat|138.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nbgayalcnka|2643.908|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hauada|2643.908|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dina naga|2643.908|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
anoeparthy|2643.908|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
cyaravalli|786.24|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
addus|786.24|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
venkatapalle|671.65|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
buikqt|756.243|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chengalm south|756.243|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajjahlli, magadi.|756.243|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
yernagdm|3375.738|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
athigcdh|3375.738|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jadev kenduli|135.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bbdroon|135.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
znavari|135.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bhaapura|135.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nadaghat|908.091|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
musuqur|1503.97|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
peepliya (ta ranaavdv)|1503.97|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nalkuni|2063.934|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mudugd|858.417|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chnnapura|0.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chanapura|178.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
channapur|8.08|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bendamurlcnka|2141.098|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
padhauiya|2141.098|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
balmor|983.983|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gummagatt.|706.816|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
araii|635.726|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gaivada|678.044|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
g.odihalli.|54.054|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajjenahalli, turuvfkere|54.054|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akbarpur khuud|54.054|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ammbpura|0.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gorasanipadu|833.1449999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
guddadahosahall|35.28|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
agastiha|37.185|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
baiwaa|37.185|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
agasabal, basavana bagevadk|37.185|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
śīśā|37.185|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
agrahra, hosadurga|37.185|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
buayavalasa|453.6|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bambarg|453.6|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
areekod|453.6|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
vihoda|453.6|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
muthakapamli.|322.19|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chinna mangalarm|322.19|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aoagapuram|322.19|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
guwtenadeevi|2472.56|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bddepalli, karnataka|601.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
taakaveri|601.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
adlhat|601.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kandagddahalli|1.008|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chanubcnda|2492.988|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
veerullapadw|841.8409999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chikhdle|841.8409999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hiresindhogk|879.6309999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chhitbuni|879.6309999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
siddapusa, koppala|1896.84|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kddlapur|290.016|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chinnarairyala|290.016|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
yapasandrc|250.245|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hodu.|250.245|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
badehcri|250.245|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
karana|250.245|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
iythadahalli|261.261|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kannapvrap.|261.261|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kdarinatha|115.304|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
atipr|115.304|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chemmarwthy|115.304|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
onirur|115.304|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
irama|1240.514|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gunjhclli|1074.64|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
manchgnahalli|118.286|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chemoanthatta|118.286|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ravuldpadu|118.524|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
rayampura|955.523|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aharakattu|955.523|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dupadw|1877.666|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
yemmefoddi|1462.536|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bantbi|1462.536|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dodabukkasagata|140.14|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hachadaane.|82.41|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sanosra|82.41|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
doddpalli|69.86|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hanta|5587.188|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
babald|5587.188|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
vatuicherukuru|1131.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
anavancherry|1131.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
alamkod, malppuram|1131.2|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bheemaevarpalle.|696.204|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
veeravsaram|5984.01|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
abbbni|263.263|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mballur, ernakulam|263.263|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
haumapura|10.978|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jakkerkaval|1.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nulgachia|597.9749999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aziznagr|597.9749999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajjabasaanahalli|597.9749999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
auhipotta|597.9749999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
cpsiga|597.9749999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jadgri.|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mudiode,malappuram|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajgali|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hadmatya|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gosai|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
almana|153.384|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ppiatla|546.635|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jagadenahamli|231.061|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
iydahalmi|91.637|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
adeguduru|581.717|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
rutkgram|795.53|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mothkapalli|3.968|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mothaapalli|129.152|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
othakapali|201.394|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
guurmkonda.|201.394|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dharanikta|1946.34|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
wharga|1946.34|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
konijeroa|1740.474|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kooijerla|255.972|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hnthamakulapalli|468.174|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
muuvadi|318.26800000000003|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
tunga pahad|1638.45|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
oddur.|100.9|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
tehtta, nadia|5222.620999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ollahalli|184.368|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gpllahalli|174.59199999999998|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
knakanamitla|765.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
giiya|765.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ncgalpur|765.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
honaganahdlli|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bete|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gorabcl|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
maur mand|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
achepalmi|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bdmulia|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
balwantpur.|194.158|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
mudigre (rural)|362.18|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kangai, gujarat.|362.18|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
y. ramavram|307.74499999999995|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
konddpi|1246.1149999999998|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chokkareddlpalli.|79.36|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
thimmajiqeta|754.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bhaearva.|754.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gowrapra|326.36|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
adhartimmapur|15.12|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
serumanallur|15.12|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
venixaear|15.12|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gleakoppa|15.12|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
baproda|15.12|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dontjkurru|1107.21|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
haralchalli|177.644|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
dinnehqsahalli.|175.938|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arulmlipet|175.938|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sur,#tiruchirappalli district|175.938|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jayranbati.|192.448|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
rehalli|192.448|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arehali.|228.85|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
oddam|2324.866|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chmadpur|2324.866|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aehipatti|2324.866|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akhani|2324.866|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
